Employee Number,Account Type,Amount
IU465,Commission Pay,1000
IU492,Commission Pay,1000
IU019,Commission Pay,1000
IU048,Commission Pay,1000
IU029,Commission Pay,1000
IU039,Commission Pay,1000
IU105,Commission Pay,1350
IU014,Commission Pay,1350
IU452,Commission Pay,1400
IU505,Commission Pay,1400
IU460,Commission Pay,1400
IU109,Commission Pay,1400
IU091,Commission Pay,1400
IU493,Commission Pay,1600
IU295,Commission Pay,1600
IU486,Commission Pay,1750
IU100,Commission Pay,1750
IU448,Commission Pay,1750
IU009,Commission Pay,1800
IU287,Commission Pay,1800
IU119,Commission Pay,1800
IU383,Commission Pay,2000
IU103,Commission Pay,2000
IU181,Commission Pay,2000
IU262,Commission Pay,2000
IU438,Commission Pay,2000
IU022,Commission Pay,2000
IU005,Commission Pay,2000
IU482,Commission Pay,2200
IU306,Commission Pay,2260
IU081,Commission Pay,2550
IU400,Commission Pay,2560
IU406,Commission Pay,2600
IU498,Commission Pay,2600
IU495,Commission Pay,2750
IU503,Commission Pay,2800
IU496,Commission Pay,2950
IU321,Commission Pay,3000
IU364,Commission Pay,3000
IU420,Commission Pay,3000
IU445,Commission Pay,3000
IU479,Commission Pay,3000
IU478,Commission Pay,3000
IU469,Commission Pay,3000
IU456,Commission Pay,3000
IU467,Commission Pay,3000
IU488,Commission Pay,3000
IU138,Commission Pay,3000
IU135,Commission Pay,3000
IU041,Commission Pay,3010
IU401,Commission Pay,3050
IU055,Commission Pay,3050
IU454,Commission Pay,3160
IU228,Commission Pay,3190
IU088,Commission Pay,3240
IU380,Commission Pay,3320
IU261,Commission Pay,3330
IU405,Commission Pay,3350
IU504,Commission Pay,3350
IU097,Commission Pay,3430
IU484,Commission Pay,3520
IU013,Commission Pay,3570
IU120,Commission Pay,3590
IU305,Commission Pay,3650
IU451,Commission Pay,3730
IU156,Commission Pay,3740
IU463,Commission Pay,3800
IU084,Commission Pay,3800
IU045,Commission Pay,3830
IU404,Commission Pay,3960
IU499,Commission Pay,3970
IU464,Commission Pay,4000
IU112,Commission Pay,4000
IU002,Commission Pay,4050
IU491,Commission Pay,4060
IU057,Commission Pay,4060
IU459,Commission Pay,4260
IU171,Commission Pay,4290
IU255,Commission Pay,4500
IU497,Commission Pay,4720
IU402,Commission Pay,4730
IU501,Commission Pay,4860
IU017,Commission Pay,4910
IU028,Commission Pay,5060
IU229,Commission Pay,5180
IU142,Commission Pay,5220
IU502,Commission Pay,5420
IU398,Commission Pay,5600
IU476,Commission Pay,6040
IU080,Commission Pay,6220
IU487,Commission Pay,6310
IU419,Commission Pay,6400
IU458,Commission Pay,6970
IU049,Commission Pay,7200
IU510,Commission Pay,7440
IU075,Commission Pay,7930
IU453,Commission Pay,8200
IU500,Commission Pay,9160
IU471,Commission Pay,9170
IU067,Commission Pay,9430
IU461,Commission Pay,9670
IU428,Commission Pay,9800
IU474,Commission Pay,10800
IU134,Commission Pay,11460
IU409,Commission Pay,11950
IU328,Commission Pay,12040
IU439,Commission Pay,12770
IU381,Commission Pay,12910
IU041,Commission Pay,13165
IU427,Commission Pay,14100
IU434,Commission Pay,14120
IU442,Commission Pay,14300
IU239,Commission Pay,14550
IU256,Commission Pay,16600
IU121,Commission Pay,16940
IU016,Commission Pay,17840
IU437,Commission Pay,17970
IU431,Commission Pay,18350
IU494,Commission Pay,18870
IU417,Commission Pay,18950
IU397,Commission Pay,19250
IU435,Commission Pay,19400
IU432,Commission Pay,19500
IU430,Commission Pay,21100
IU035,Commission Pay,22060
IU424,Commission Pay,24000
IU410,Commission Pay,24380
IU425,Commission Pay,25800
IU399,Commission Pay,25950
IU444,Commission Pay,26200
IU418,Commission Pay,27060
IU298,Commission Pay,27750
IU466,Commission Pay,28490
IU426,Commission Pay,29520
IU413,Commission Pay,36150
IU377,Commission Pay,38400
IU384,Commission Pay,38775
IU378,Commission Pay,39100
IU412,Commission Pay,39975
IU415,Commission Pay,43690
IU070,HELB Deduction,2000
IU005,HELB Deduction,2498.3
IU388,HELB Deduction,3000
IU316,HELB Deduction,3531
IU154,HELB Deduction,3896
IU158,HELB Deduction,4188
IU130,HELB Deduction,4228
IU093,HELB Deduction,5000
IU068,HELB Deduction,5000
IU252,HELB Deduction,5000
IU189,HELB Deduction,5008.3
IU163,HELB Deduction,5049.4
IU233,HELB Deduction,5378
IU145,HELB Deduction,40250
IU067,Leave Pay,3333.33
IU409,Leave Pay,8333.33
IU446,Leave Pay,182000
IU409,Notice Pay,-20000
IU271,Overtime,102
IU044,Overtime,9255
IU483,Overtime,10082
IU257,Overtime,14028
IU354,Overtime,16659
IU355,Overtime,17891
IU363,Overtime,18153
IU379,Overtime,19773
IU278,Overtime,20526
IU245,Overtime,21060
IU360,Overtime,22445
IU341,Overtime,22500
IU288,Overtime,22670
IU275,Overtime,24631
IU309,Overtime,26719
IU277,Overtime,28359
IU361,Overtime,36484
IU308,Overtime,42259
IU284,Overtime,51478
IU511,Overtime,63281
IU225,Overtime,89091
IU419,Safaricom Sacco,3000
IU442,Safaricom Sacco,3000
IU456,Safaricom Sacco,3000
IU148,Safaricom Sacco,3000
IU149,Safaricom Sacco,3000
IU278,Safaricom Sacco,3000
IU483,Safaricom Sacco,3000
IU453,Safaricom Sacco,3500
IU154,Safaricom Sacco,3850
IU321,Safaricom Sacco,4000
IU409,Safaricom Sacco,4000
IU189,Safaricom Sacco,4000
IU361,Safaricom Sacco,5000
IU410,Safaricom Sacco,5000
IU063,Safaricom Sacco,5000
IU245,Safaricom Sacco,5000
IU277,Safaricom Sacco,6000
IU363,Safaricom Sacco,7000
IU360,Safaricom Sacco,7000
IU406,Safaricom Sacco,7000
IU158,Safaricom Sacco,8000
IU039,Safaricom Sacco,8561.15
IU469,Safaricom Sacco,8731.46
IU340,Safaricom Sacco,9000
IU284,Safaricom Sacco,9350
IU317,Safaricom Sacco,10000
IU119,Safaricom Sacco,10000
IU163,Safaricom Sacco,10000
IU237,Safaricom Sacco,10000
IU249,Safaricom Sacco,10000
IU362,Safaricom Sacco,10900
IU055,Safaricom Sacco,11000
IU227,Safaricom Sacco,11000
IU010,Safaricom Sacco,12687
IU233,Safaricom Sacco,18122.05
IU072,Safaricom Sacco,18884.9
IU275,Safaricom Sacco,20000
IU468,Safaricom Sacco,20000
IU288,Safaricom Sacco,25020.05
IU074,Safaricom Sacco,29769.8
IU337,Safaricom Sacco,30020
IU187,Safaricom Sacco,34465.65
IU248,Safaricom Sacco,35000
IU512,Safaricom Sacco,36986
IU071,Safaricom Sacco,48366.7
IU478,Safaricom Sacco,58032.6
